Entry	yourlist:M2018111914483A1C7ED25EE8374758DF3FD545FD0155CE6	Gene ontology IDs	Gene names
A0A0S2Z4N5	8626	GO:0000122; GO:0001077; GO:0001302; GO:0001501; GO:0001736; GO:0002064; GO:0003682; GO:0003684; GO:0003690; GO:0005654; GO:0005791; GO:0005794; GO:0005829; GO:0006338; GO:0007283; GO:0007499; GO:0008283; GO:0009954; GO:0010259; GO:0010481; GO:0010482; GO:0010838; GO:0019904; GO:0030216; GO:0030425; GO:0030859; GO:0031069; GO:0032991; GO:0033147; GO:0035115; GO:0035116; GO:0036342; GO:0042475; GO:0042771; GO:0042802; GO:0043281; GO:0043565; GO:0043589; GO:0044212; GO:0045617; GO:0045747; GO:0048485; GO:0048807; GO:0051262; GO:0051402; GO:0060197; GO:0060513; GO:0060529; GO:0061436; GO:1904674; GO:1904888; GO:2000381; GO:2001235	TP63 TP73L hCG_16028
A0A0S2Z4N6	8626	GO:0003700; GO:0005654; GO:0005794; GO:0005829; GO:0006915; GO:0032502; GO:0044212; GO:0051262	TP63
A0A141PNN3	8626	GO:0003700; GO:0005634; GO:0005737; GO:0006915; GO:0007049; GO:0032502; GO:0044212; GO:0046872; GO:0051262	TP63
A0A141PNN4	8626	GO:0003700; GO:0005634; GO:0005737; GO:0006915; GO:0007049; GO:0032502; GO:0044212; GO:0046872; GO:0051262	TP63
B7Z8X6	8626	GO:0003700; GO:0005634; GO:0005737; GO:0006915; GO:0007049; GO:0032502; GO:0044212; GO:0046872; GO:0051262	
C9D7D0	8626	GO:0003700; GO:0005654; GO:0005794; GO:0005829; GO:0006915; GO:0007049; GO:0032502; GO:0044212; GO:0046872; GO:0051262	TP63
Q9H3D4	8626	GO:0000122; GO:0000790; GO:0000981; GO:0001077; GO:0001302; GO:0001501; GO:0001736; GO:0002039; GO:0002064; GO:0003677; GO:0003682; GO:0003684; GO:0003690; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005791; GO:0005794; GO:0005829; GO:0006338; GO:0006915; GO:0006974; GO:0007219; GO:0007283; GO:0007499; GO:0008283; GO:0009954; GO:0010259; GO:0010481; GO:0010482; GO:0010838; GO:0030216; GO:0030425; GO:0030859; GO:0031069; GO:0032991; GO:0033147; GO:0035115; GO:0035116; GO:0036342; GO:0042475; GO:0042771; GO:0042802; GO:0042981; GO:0043281; GO:0043565; GO:0043589; GO:0044212; GO:0045617; GO:0045669; GO:0045747; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0048485; GO:0048807; GO:0050699; GO:0051289; GO:0051402; GO:0060197; GO:0060513; GO:0060529; GO:0061436; GO:0097371; GO:1900740; GO:1901796; GO:1902808; GO:1904674; GO:1904888; GO:2000271; GO:2000381; GO:2000773	TP63 KET P63 P73H P73L TP73L
Q05931	851084	GO:0005524; GO:0005737; GO:0005739; GO:0005759; GO:0006880; GO:0006986; GO:0016226; GO:0016887; GO:0031072; GO:0034605; GO:0034620; GO:0042026; GO:0042623; GO:0044183; GO:0051082; GO:0051085; GO:0051604; GO:0051787	SSQ1 SSC2 YLR369W
P05745	855232	GO:0002181; GO:0003723; GO:0003735; GO:0022625	RPL36A RPL39A YMR194W YM9646.06
P26754	855404	GO:0000722; GO:0000724; GO:0000781; GO:0000785; GO:0000794; GO:0003684; GO:0003690; GO:0003697; GO:0005662; GO:0006260; GO:0006265; GO:0006268; GO:0006281; GO:0006284; GO:0006289; GO:0006298; GO:0006312; GO:0007004; GO:0007131; GO:0010833; GO:0016567; GO:0030491; GO:0035861; GO:0043565; GO:0045184; GO:0051096; GO:0098505; GO:2000001	RFA2 BUF1 YNL312W N0368
Q03694	855244	GO:0005777; GO:0005780; GO:0030674; GO:0045033	INP1 YMR204C YM8325.05C
Q92383	2543565	GO:0003684; GO:0003905; GO:0005634; GO:0006285; GO:0006307; GO:0008725; GO:0032131; GO:0032993; GO:0043916; GO:0045007; GO:0052820; GO:0052821; GO:0052822	mag1 SPAPB24D3.04c
Q9UUB5	2541047	GO:0000070; GO:0000779; GO:0000818; GO:0000922; GO:0000941; GO:0005634; GO:0031617; GO:0051301; GO:0051455	mis13 cnl1 cnl3 SPBC409.09c
P32523	850623	GO:0000349; GO:0000974; GO:0004842; GO:0005634; GO:0005829; GO:0006281; GO:0042802; GO:0061630; GO:0070534; GO:0071006; GO:0071013	PRP19 PSO4 YLL036C
P29509	851955	GO:0004791; GO:0005758; GO:0005829; GO:0008198; GO:0019430; GO:0034599; GO:0045454	TRR1 YDR353W D9476.5
A0A1P8B9D0	834555		CYCT1:5 At5g45190 K18C1.7 K18C1_7
F4KD43	834555	GO:0009615; GO:0009908; GO:0010090; GO:0016021; GO:0048366; GO:0050792	CYCT1:5 At5g45190 K18C1.7 K18C1_7
Q9FKE6	834555	GO:0000307; GO:0005634; GO:0007049; GO:0016538; GO:0045737; GO:0045944; GO:0051301; GO:1901409	CYCT1-5 At5g45190 K18C1.7
I3VM53	22992	GO:0003677; GO:0005634; GO:0008168; GO:0008270	KDM2A FBXL11 hCG_21062
I3VM54	22992	GO:0003677; GO:0005634; GO:0008168; GO:0008270	KDM2A
Q9Y2K7	22992	GO:0000981; GO:0003677; GO:0005654; GO:0006303; GO:0008270; GO:0032452; GO:0051864; GO:0070544	KDM2A CXXC8 FBL7 FBXL11 JHDM1A KIAA1004
P38862	856576	GO:0000045; GO:0000407; GO:0000422; GO:0005737; GO:0005829; GO:0006501; GO:0006914; GO:0006995; GO:0015031; GO:0016020; GO:0016236; GO:0019778; GO:0019779; GO:0032258; GO:0032446; GO:0034727; GO:0042802; GO:0044805; GO:0097632	ATG7 APG7 CVT2 YHR171W
P38921	855729	GO:0000095; GO:0005739; GO:0005743; GO:0015805; GO:0016021	PET8 YNL003C N2012
O43125	2539945	GO:0005737; GO:0005829; GO:0030036	csh3 SPBC119.05c
Q9P6L5	2543336	GO:0003779; GO:0005546; GO:0005737; GO:0006897; GO:0007015; GO:0030036; GO:0030276; GO:0030479; GO:0030866; GO:0030950; GO:0031097; GO:0032051; GO:0032153; GO:0034613; GO:0035091; GO:0035615; GO:0035840; GO:0035841; GO:0043231; GO:0043325; GO:0048260; GO:0048268; GO:0051015; GO:0080025	end4 sla2 SPAC688.11
P38646	3313	GO:0003723; GO:0005524; GO:0005730; GO:0005737; GO:0005739; GO:0005759; GO:0005925; GO:0006986; GO:0016226; GO:0016887; GO:0030218; GO:0031072; GO:0031625; GO:0034605; GO:0034620; GO:0035722; GO:0042026; GO:0042623; GO:0042645; GO:0043066; GO:0044183; GO:0045646; GO:0045647; GO:0051082; GO:0051085; GO:0051787; GO:0070062	HSPA9 GRP75 HSPA9B mt-HSP70
P11412	855480	GO:0004345; GO:0006006; GO:0006740; GO:0009051; GO:0042542; GO:0050661	ZWF1 MET19 YNL241C N1110
P43582	850538	GO:0005634; GO:0005739; GO:0006915	WWM1 YFL010C
P50528	2541957	GO:0000777; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0010971; GO:0010973; GO:0031031; GO:0031670; GO:0035556; GO:0044732; GO:0045793; GO:0045842; GO:0045944; GO:0046827; GO:0051455; GO:0072686; GO:0097431; GO:1902425; GO:1902542; GO:1903490; GO:1990023; GO:1990813	plo1 SPAC23C11.16
P12753	855471	GO:0000706; GO:0000722; GO:0000723; GO:0000727; GO:0000784; GO:0000790; GO:0000794; GO:0003690; GO:0003691; GO:0004017; GO:0005524; GO:0005634; GO:0005654; GO:0006284; GO:0006303; GO:0007004; GO:0016233; GO:0016887; GO:0030870; GO:0032078; GO:0032508; GO:0035753; GO:0035861; GO:0042138; GO:0042162; GO:0043047; GO:0046872; GO:0051321; GO:0051880; GO:0070192; GO:0097552	RAD50 YNL250W N0872
P18963	852437	GO:0005096; GO:0005737; GO:0007193; GO:0016020; GO:0043547; GO:0045761; GO:0046580	IRA1 GLC1 PPD1 YBR140C YBR1016
P31406	2541660	GO:0000221; GO:0000329; GO:0005524; GO:0005774; GO:0005829; GO:0005886; GO:0015991; GO:0046034; GO:0046961; GO:0090463; GO:0090464; GO:0090465	vma1 SPAC343.05
P36068	853728	GO:0003729; GO:0005634; GO:0005737; GO:0005934; GO:0007533; GO:0008289; GO:0008298; GO:0051028; GO:1990825	SHE2 YKL130C
P28743	855948	GO:0003777; GO:0005524; GO:0005871; GO:0005874; GO:0005881; GO:0007018; GO:0007026; GO:0007049; GO:0008017; GO:0008574; GO:0016887; GO:0030473; GO:0046785; GO:0051301; GO:1903754	KIP2 YPL155C P2581
A0A024QZT2	55770	GO:0000145; GO:0006893; GO:0017160; GO:0047485	EXOC2 hCG_22649
Q96KP1	55770	GO:0000145; GO:0001927; GO:0005829; GO:0005886; GO:0006893; GO:0015031; GO:0016020; GO:0017160; GO:0019901; GO:0047485; GO:0090543; GO:2000535	EXOC2 SEC5 SEC5L1
P10863	856729	GO:0005199; GO:0005576; GO:0009277; GO:0031225; GO:0031505	TIR1 SRP1 YER011W
P38956	851645	GO:0005634; GO:0005829; GO:0016514; GO:0045944	SNF11 YDR073W D4411
P17883	856319	GO:0005634; GO:0034427; GO:0051607; GO:0055087; GO:0070478; GO:0070481	SKI3 YPR189W P9677.7
H1ZUX3	175275	GO:0000132; GO:0005524; GO:0005938; GO:0008270; GO:0008356; GO:0030010; GO:0045167	par-2 CELE_F58B6.3 F58B6.3
H2L089	175275	GO:0000132; GO:0005524; GO:0005938; GO:0008270; GO:0008356; GO:0030010; GO:0045167	par-2 CELE_F58B6.3 F58B6.3
Q965F9	175275	GO:0000132; GO:0000209; GO:0005546; GO:0005547; GO:0005938; GO:0008017; GO:0008356; GO:0019901; GO:0030010; GO:0032991; GO:0045167; GO:0061630; GO:0061803	par-2 CELE_F58B6.3 F58B6.3
P20486	852432	GO:0000307; GO:0006357; GO:0007049; GO:0007346; GO:0019005; GO:0019901; GO:0030295; GO:0042393; GO:0043130; GO:0045737; GO:0045944; GO:0051301; GO:0060303; GO:0061575	CKS1 YBR135W YBR1011
O42917	2539666	GO:0000790; GO:0003684; GO:0003887; GO:0005634; GO:0005657; GO:0009314; GO:0019985; GO:0034087; GO:0034089; GO:0035861; GO:0042276; GO:0043596; GO:0046872; GO:0052858; GO:0070987; GO:0071960	eso1 SPBC16A3.11
P38604	856470	GO:0000250; GO:0005789; GO:0005811; GO:0006696	ERG7 YHR072W
P12683	854900	GO:0004420; GO:0005635; GO:0005778; GO:0005789; GO:0006696; GO:0008299; GO:0015936; GO:0016021; GO:0016126; GO:0019287; GO:0042282; GO:0050661	HMG1 YML075C
P16370	854791	GO:0001172; GO:0003677; GO:0003899; GO:0005654; GO:0005665; GO:0006366; GO:0006369; GO:0046872; GO:0046983	RPB3 YIL021W
B7Z2D6	875	GO:0004122; GO:0005737; GO:0006535; GO:0019343	
P0DN79	875	GO:0004122; GO:0004124; GO:0005634; GO:0005737; GO:0006535; GO:0019343; GO:0020037; GO:0030170; GO:0046872	CBSL
P35520	875	GO:0004122; GO:0004124; GO:0005634; GO:0005737; GO:0005829; GO:0006535; GO:0006563; GO:0006565; GO:0019343; GO:0019344; GO:0019346; GO:0019448; GO:0019825; GO:0019899; GO:0020037; GO:0030170; GO:0031625; GO:0042262; GO:0042802; GO:0042803; GO:0043418; GO:0046872; GO:0050421; GO:0050667; GO:0070025; GO:0070026; GO:0070814; GO:0072341; GO:1904047	CBS
Q9NTF0	875	GO:0004122; GO:0005737; GO:0006535; GO:0019343	DKFZp727E011
P30316	2540255	GO:0000166; GO:0000784; GO:0003677; GO:0003887; GO:0005634; GO:0006261; GO:0006271; GO:0006287; GO:0006297; GO:0008296; GO:0008408; GO:0043625; GO:0045004; GO:0046872; GO:0051539; GO:1903459; GO:1904161	pol3 pold SPBC336.04
P97313	19090	GO:0000723; GO:0001756; GO:0001933; GO:0002218; GO:0002326; GO:0002328; GO:0002360; GO:0002377; GO:0002638; GO:0002684; GO:0003690; GO:0004672; GO:0004674; GO:0004677; GO:0005524; GO:0005634; GO:0005654; GO:0005667; GO:0005730; GO:0005958; GO:0006302; GO:0006303; GO:0006468; GO:0006974; GO:0007420; GO:0007507; GO:0008134; GO:0008283; GO:0008630; GO:0010212; GO:0010332; GO:0014823; GO:0016233; GO:0018105; GO:0019899; GO:0019904; GO:0030098; GO:0031648; GO:0032869; GO:0032991; GO:0032993; GO:0033077; GO:0033151; GO:0033152; GO:0033153; GO:0035234; GO:0042752; GO:0043065; GO:0043066; GO:0045087; GO:0045944; GO:0048146; GO:0048511; GO:0048536; GO:0048538; GO:0048639; GO:0048660; GO:0070419; GO:0072431; GO:2000773; GO:2001229	Prkdc Xrcc7
A0A087WT20	25879	GO:0005634; GO:0005730; GO:0005813; GO:0005829; GO:0030054	DCAF13
Q9NV06	25879	GO:0000462; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005813; GO:0005829; GO:0006364; GO:0016567; GO:0030054; GO:0030331; GO:0032040; GO:0043687; GO:0080008	DCAF13 WDSOF1 HSPC064
Q9UT30	2543596	GO:0005635; GO:0005789; GO:0006998; GO:0015031; GO:0016021; GO:0031965; GO:0051028; GO:0055088; GO:1990578	brr6 brl1 SPAC8F11.06
P27466	850568	GO:0004683; GO:0005516; GO:0005524; GO:0005737; GO:0006468; GO:0007165; GO:0034599	CMK1 YFR014C
P40235	2540718	GO:0000228; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0005634; GO:0005829; GO:0006281; GO:0006282; GO:0006897; GO:0010845; GO:0018105; GO:0018107; GO:0023052; GO:0030999; GO:0032153; GO:0044732; GO:0044810; GO:0045143	hhp1 SPBC3H7.15
Q07457	851485	GO:0000722; GO:0000724; GO:0000781; GO:0003688; GO:0004842; GO:0005634; GO:0006348; GO:0006366; GO:0010390; GO:0016574; GO:0030174; GO:0031571; GO:0031573; GO:0042138; GO:0042802; GO:0046872; GO:0070534	BRE1 YDL074C
Q05533	851881	GO:0006021; GO:0007165; GO:0008934; GO:0046854; GO:0046855; GO:0046872; GO:0052832; GO:0052833	INM2 IMP2 YDR287W
P46948	853109	GO:0000176; GO:0000177; GO:0000467; GO:0003723; GO:0005730; GO:0016075; GO:0034427; GO:0034473; GO:0034475; GO:0034476; GO:0070478; GO:0070481; GO:0070651; GO:0071028; GO:0071038; GO:0071039; GO:0071042; GO:0071051	SKI6 ECM20 RRP41 YGR195W G7587
A0A0J9YXQ9	51112		TRAPPC12
Q8WVT3	51112	GO:0000776; GO:0004175; GO:0005634; GO:0005793; GO:0005829; GO:0006888; GO:0007030; GO:0017112; GO:0030008; GO:0051259; GO:0051310; GO:0090234; GO:1905342	TRAPPC12 TRAMM TTC15 CGI-87
Q03330	853167	GO:0000124; GO:0000775; GO:0003713; GO:0004402; GO:0005634; GO:0005671; GO:0005829; GO:0006325; GO:0006338; GO:0010484; GO:0016573; GO:0032968; GO:0046695; GO:0070577	GCN5 ADA4 SWI9 YGR252W
P20052	854161	GO:0000079; GO:0000122; GO:0000307; GO:0005634; GO:0005737; GO:0006875; GO:0016242; GO:0016538; GO:0019901; GO:0032880; GO:0042144; GO:0045936; GO:0050849; GO:1990860	PHO80 AGS3 TUP7 VAC5 YOL001W O2505 UNB293
Q08952	855905	GO:0005739; GO:0034599	OXR1 YPL196W
P39076	854664	GO:0005524; GO:0005832; GO:0006457; GO:0051082	CCT2 BIN3 TCP2 YIL142W
A0A0K3ARI6	173396		C50D2.1 CELE_C50D2.1
O44799	173396		C50D2.1 CELE_C50D2.1
Q02733	856090	GO:0005737; GO:0005874; GO:0006312; GO:0007020; GO:0008017; GO:0008757; GO:0009055; GO:0034453; GO:0045144; GO:0045454; GO:0045931; GO:0050660; GO:0051315	IRC15 YPL017C
P40902	2542728	GO:0005634; GO:0005829; GO:0031418; GO:0031929; GO:0051213; GO:1905589; GO:1905736	isp7 SPAC25B8.13c
P14126	854229	GO:0000027; GO:0002181; GO:0003735; GO:0006364; GO:0022625; GO:1990145	RPL3 MAK8 TCM1 YOR063W YOR29-14
P43634	850787	GO:0000981; GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0008270; GO:0009063; GO:0045893	CHA4 SIL2 SIL3 YLR098C L8004.8
P57082	9496	GO:0000981; GO:0001525; GO:0002009; GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0007275; GO:0030324; GO:0030326; GO:0035108; GO:0048705	TBX4
A0A2R8Y7T2	1654	GO:0003676; GO:0004386; GO:0005524	DDX3X
A0A2R8YDT5	1654	GO:0003676; GO:0004386; GO:0005524	DDX3X
A0A2R8YFS5	1654	GO:0003676; GO:0004386; GO:0005524	DDX3X
O00571	1654	GO:0003677; GO:0003723; GO:0003924; GO:0004003; GO:0004004; GO:0005524; GO:0005576; GO:0005634; GO:0005737; GO:0005741; GO:0005829; GO:0006413; GO:0007059; GO:0008134; GO:0008143; GO:0008190; GO:0008625; GO:0009615; GO:0010494; GO:0010501; GO:0010628; GO:0016032; GO:0016055; GO:0016607; GO:0016887; GO:0017111; GO:0017148; GO:0030307; GO:0030308; GO:0031333; GO:0031369; GO:0032728; GO:0033592; GO:0034063; GO:0034774; GO:0035556; GO:0035613; GO:0042256; GO:0043024; GO:0043065; GO:0043066; GO:0043154; GO:0043273; GO:0043280; GO:0043312; GO:0043539; GO:0045070; GO:0045087; GO:0045296; GO:0045727; GO:0045944; GO:0045948; GO:0048027; GO:0070062; GO:0071243; GO:0071470; GO:0071651; GO:0071902; GO:0090263; GO:0097193; GO:1900087; GO:1903608; GO:1904813; GO:2001243	DDX3X DBX DDX3
P31378	851218	GO:0000703; GO:0003677; GO:0003906; GO:0005634; GO:0005739; GO:0006281; GO:0006284; GO:0006285; GO:0006296; GO:0008534; GO:0034599; GO:0090297; GO:0140078	NTG1 OGG2 SCR1 YAL015C FUN33
P48567	855424	GO:0003723; GO:0005634; GO:0005739; GO:0006400; GO:0009982; GO:0106029; GO:1990481	PUS4 YNL292W N0480
Q03976	851755	GO:0003735; GO:0005763; GO:0032543	RSM24 YDR175C
Q68KJ4	838883	GO:2000028	
Q9SQI2	838883	GO:0005634; GO:0005654; GO:0005737; GO:0006355; GO:0007623; GO:0009409; GO:0009585; GO:0009637; GO:0009908; GO:0010218; GO:0010378; GO:0030154; GO:0042542; GO:0042752; GO:0048578; GO:0048586; GO:0080167	GI At1g22770 T22J18.6
P06106	851010	GO:0003961; GO:0004124; GO:0005737; GO:0006555; GO:0019344; GO:0030170	MET17 MET15 MET25 YLR303W L8003.1
O74746	2539772	GO:0005634; GO:0030544; GO:0045292	spf31 SPBC1734.05c
Q12205	850746	GO:0000139; GO:0004571; GO:0005509; GO:0005783; GO:0005789; GO:0006486; GO:0006491; GO:0016021; GO:0030433	MNL2 YLR057W L2153
Q02721	851040	GO:0000794; GO:0005634; GO:0007131; GO:0042138	REC102 YLR329W L8543.17
P21825	856011	GO:0008565; GO:0030176; GO:0031204; GO:0031207	SEC62 YPL094C LPG14C
P0CG63	850620	GO:0000209; GO:0005634; GO:0005737; GO:0005829; GO:0006513; GO:0016567; GO:0016579; GO:0030437; GO:0031386; GO:0043008	UBI4 SCD2 YLL039C
P38712	856462	GO:0000462; GO:0003723; GO:0004004; GO:0005524; GO:0005654; GO:0005730; GO:0008186; GO:0031167	RRP3 YHR065C
P43583	850541	GO:0005634; GO:0005829; GO:0005839; GO:0006281; GO:0006974; GO:0010499; GO:0016504; GO:0034515; GO:0043248; GO:0043486; GO:0061136; GO:0070577; GO:0070628; GO:1990236; GO:1990237	BLM10 BLM3 YFL007W YFL006W
P38317	852520	GO:0008521; GO:0015295; GO:0016021	YBR219C YBR1509
Q07807	850647	GO:0000288; GO:0000956; GO:0003729; GO:0005737; GO:0007005; GO:0008298; GO:0009060; GO:0032473; GO:0045727; GO:0051646	PUF3 YLL013C L1325
P38748	856376	GO:0005737; GO:0008139; GO:0008270; GO:0043130; GO:0045471	ETP1 YHL010C
Q04359	855031	GO:0005484; GO:0005546; GO:0005628; GO:0005634; GO:0005886; GO:0006887; GO:0006906; GO:0019905; GO:0031201; GO:0031321; GO:0070300	SPO20 YMR017W YM9711.05
P32801	853818	GO:0000144; GO:0000281; GO:0000902; GO:0000921; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007117; GO:0007124; GO:0031954; GO:0035556; GO:0042149; GO:0042493; GO:0046777; GO:0046872; GO:1902935	ELM1 YKL048C YKL261
A0A024R7I4	26017	GO:0005634; GO:0005730	FAM32A hCG_36771
Q9Y421	26017	GO:0003723; GO:0005634; GO:0005730; GO:0006915; GO:0007049	FAM32A OTAG12 CGI-144
P36039	853628	GO:0034975; GO:0072546	EMC3 AIM27 YKL207W
Q12211	855889	GO:0003723; GO:0005634; GO:0005654; GO:0006400; GO:0009982; GO:0031119; GO:0031120; GO:1990481	PUS1 YPL212C
P36135	853916	GO:0000272; GO:0000422; GO:0000917; GO:0001308; GO:0005576; GO:0005741; GO:0007005; GO:0009272; GO:0009277; GO:0009986; GO:0016798; GO:0031314; GO:0031505	UTH1 YKR042W
O94529	2541088	GO:0000790; GO:0003677; GO:0005634; GO:0005829; GO:0006260; GO:0006281; GO:0006334; GO:0030466; GO:0030702; GO:0034507; GO:0034613; GO:0035101; GO:0043486; GO:0043596; GO:1990141	pob3 SPBC609.05
P38825	856517	GO:0005741; GO:0006626; GO:0008320; GO:0031307	TOM71 TOM72 YHR117W
P22289	853095	GO:0005750; GO:0006122; GO:0009060; GO:0016021; GO:0034551	QCR9 UCR9 YGR183C
P51996	852662	GO:0000139; GO:0003924; GO:0005525; GO:0005768; GO:0005794; GO:0005829; GO:0006886; GO:0006887; GO:0006914; GO:0016192; GO:0032482; GO:0034498; GO:0055037	YPT32 YPT11 YGL210W
P25659	850439	GO:0006325; GO:0070628	FUB1 YCR076C YCR76C
P33420	855929	GO:0000132; GO:0000922; GO:0003774; GO:0005737; GO:0005869; GO:0005874; GO:0008017; GO:0030286	NIP100 NIP80 YPL174C
Q01519	850727	GO:0004129; GO:0005751; GO:0005758; GO:0006119; GO:0033617	COX12 YLR038C
Q03390	852097	GO:0000329; GO:0010008; GO:0015031; GO:0030447; GO:0032511	VPS60 CHM5 MOS10 YDR486C
P16474	853418	GO:0000742; GO:0005524; GO:0005634; GO:0005737; GO:0005783; GO:0005788; GO:0006616; GO:0006986; GO:0016020; GO:0016887; GO:0030433; GO:0030968; GO:0031072; GO:0031204; GO:0034099; GO:0034605; GO:0034620; GO:0034663; GO:0042026; GO:0042623; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0070880	KAR2 GRP78 SSD1 YJL034W J1248
A0A2R8YFX5	89795	GO:0005524; GO:0022008	NAV3
Q8IVL0	89795	GO:0005524; GO:0005640; GO:0007026; GO:0007399; GO:0008017; GO:0022008; GO:0030336; GO:0031116; GO:0032703; GO:1905929	NAV3 KIAA0938 POMFIL1 STEERIN3
P32774	853807	GO:0000979; GO:0003713; GO:0005672; GO:0005737; GO:0006367; GO:0017025; GO:0045944; GO:0051091; GO:0051123	TOA2 YKL058W
P48743	850873	GO:0000122; GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0045944	RFX1 CRT1 YLR176C L9470.18
P38875	856595	GO:0003923; GO:0016255; GO:0042765	GPI16 YHR188C
P38821	856513	GO:0000324; GO:0000328; GO:0004177; GO:0005576; GO:0006508; GO:0008270; GO:0070006	APE4 YHR113W
Q04562	851685	GO:0000329; GO:0001403; GO:0005768; GO:0006811; GO:0006878; GO:0007034; GO:0007124; GO:0016020; GO:0016021; GO:0072657	TMN2 YDR107C
Q05015	855262	GO:0005634; GO:0005737; GO:0052689	FSH2 YMR222C YM9959.04C
A6H8Z4	55035		NOL8
Q76FK4	55035	GO:0003723; GO:0005730; GO:0006364; GO:1902570; GO:1990904	NOL8 C9orf34 NOP132
Q92316	852625	GO:0006487; GO:0008250; GO:0016021; GO:0016740; GO:0034998	OST5 YGL226C-A YGL226BC
O74349	2540629	GO:0005634; GO:0005829; GO:0008270; GO:0043023; GO:0043161; GO:0061630; GO:0070647; GO:0072344; GO:1990112; GO:1990116	rkr1 SPBC21D10.09c
P53297	853089	GO:0005634; GO:0005739; GO:0005844; GO:0010494; GO:0010603; GO:0034063; GO:0043007; GO:0045727; GO:1900364	PBP1 MRS16 YGR178C
P40357	852892	GO:0000149; GO:0005484; GO:0005886; GO:0006887; GO:0006906; GO:0015031; GO:0019897; GO:0019905; GO:0031201; GO:0035493	SEC9 HSS7 YGR009C
P40094	856901	GO:0000139; GO:0000301; GO:0005801; GO:0006886; GO:0006888; GO:0006891; GO:0007030; GO:0008565; GO:0016236; GO:0017119; GO:0030242; GO:0032258	COG3 GRD20 SEC34 YER157W
P40452	854649	GO:0031305; GO:0032592; GO:0033617	COA1 FMP35 YIL157C
P41412	2541871	GO:0000122; GO:0000790; GO:0001077; GO:0001078; GO:0003677; GO:0005634; GO:0005737; GO:0005829; GO:0006357; GO:0030907; GO:0033309; GO:0045944; GO:0051321; GO:0051445; GO:0071931	res2 pct1 SPAC22F3.09c
Q12216	854327	GO:0000790; GO:0003690; GO:0007059; GO:0008270; GO:0016925; GO:0019789; GO:0060969; GO:1990683	NFI1 SIZ2 YOR156C
P24719	854533	GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0006468; GO:0034599; GO:0051321; GO:0051598	MEK1 MRE4 YOR351C O6357
Q04062	852037	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0034515; GO:0043248	RPN9 NAS7 YDR427W D9461.14
P13712	852494	GO:0005634; GO:0005737; GO:0006335; GO:0033186	MSI1 CAC3 YBR195C YBR1405
Q12129	851077	GO:0000184; GO:0005737	NMD4 YLR363C
Q02648	856077	GO:0005829; GO:0016300; GO:0030488; GO:0052665	TRM44 YPL030W
Q12160	856176	GO:0005789; GO:0016021	YPR063C
P34233	853650	GO:0000987; GO:0001078; GO:0005634; GO:0005933; GO:0006325; GO:0008270; GO:0033698; GO:1900461; GO:1900474; GO:1900477	ASH1 YKL185W
P29465	852311	GO:0000131; GO:0004100; GO:0005628; GO:0005737; GO:0005886; GO:0005935; GO:0016021; GO:0030428; GO:0030476; GO:0030659; GO:0031505; GO:0034221; GO:0045009; GO:0097271	CHS3 CAL1 CSD2 DIT101 KIT2 YBR023C YBR0305
Q03761	851723	GO:0000124; GO:0001102; GO:0003677; GO:0003682; GO:0005669; GO:0006325; GO:0006366; GO:0016573; GO:0017025; GO:0032947; GO:0042802; GO:0043966; GO:0046695; GO:0046982; GO:0051123	TAF12 TAF61 TAF68 YDR145W YD8358.02
Q07589	851411	GO:0005634; GO:0005737; GO:0016491	YDL144C
P08465	855444	GO:0000096; GO:0004414; GO:0005737; GO:0009086; GO:0009092	MET2 YNL277W N0615
P46654	850737	GO:0000028; GO:0000447; GO:0000461; GO:0002181; GO:0003735; GO:0006407; GO:0006412; GO:0022627	RPS0B NAB1B NAB4 YST2 YLR048W L2118
P06776	854542	GO:0004115; GO:0005622; GO:0019933; GO:0046872	PDE2 SRA5 YOR360C
Q08232	854081	GO:0016021; GO:0044695	YOL073C
P22108	852143	GO:0003877; GO:0004780; GO:0005524; GO:0005634; GO:0005737; GO:0006259; GO:0008796; GO:0009164; GO:0009165; GO:0090305	APA2 YDR530C D9719.33
P36618	2542162	GO:0005096; GO:0005634; GO:0005829; GO:0006886; GO:0010974; GO:0017137; GO:0031030; GO:0044732; GO:0045737; GO:0090630; GO:1990334	cdc16 bub2 SPAC6F6.08c
P33202	853859	GO:0000209; GO:0004842; GO:0005623; GO:0006513; GO:0010994; GO:0051974; GO:1904855	UFD4 YKL010C YKL162
