Entry	yourlist:M2018111714483A1C7ED25EE8374758DF3FD545FD01369DP	Gene ontology IDs
P48565	855422	GO:0001403; GO:0005886; GO:0009272; GO:0016021; GO:0030437; GO:0044088; GO:0070613; GO:0071467; GO:0071469; GO:0072659
A0A024R292	2531	GO:0016491; GO:0030148
K7ERC8	2531	GO:0016021; GO:0016491
Q06136	2531	GO:0005615; GO:0005783; GO:0005789; GO:0006666; GO:0016020; GO:0016021; GO:0030148; GO:0047560
Q08931	855909	GO:0000742; GO:0005635; GO:0005737; GO:0005816; GO:0016021; GO:0031316; GO:0048288
P80667	850888	GO:0005778; GO:0016021; GO:0016560; GO:0030674; GO:1990415; GO:1990429
P26309	852762	GO:0005680; GO:0007094; GO:0010997; GO:0031145; GO:0033597; GO:0034399; GO:0040020; GO:0045842; GO:0051301; GO:1904668; GO:1905786; GO:1990757
P27796	854646	GO:0003729; GO:0003988; GO:0005758; GO:0005777; GO:0005782; GO:0006635; GO:0010124
Q12226	850663	GO:0043387; GO:0045462
Q06417	851146	GO:0016021; GO:0016491; GO:0031966
P0CX10	855848,854575	GO:0000015; GO:0000287; GO:0004634; GO:0006096
P0CX11	855848,854575	GO:0000015; GO:0000287; GO:0004634; GO:0006096
P39564	851296	
P32829	855264	GO:0000014; GO:0000706; GO:0000723; GO:0000727; GO:0000785; GO:0003691; GO:0004519; GO:0004520; GO:0005634; GO:0005654; GO:0006281; GO:0006284; GO:0006302; GO:0006303; GO:0007062; GO:0007095; GO:0007131; GO:0008296; GO:0008408; GO:0010780; GO:0010791; GO:0030145; GO:0030437; GO:0030870; GO:0031573; GO:0031860; GO:0032947; GO:0035753; GO:0035861; GO:0042138; GO:0042162; GO:0043047; GO:0046940; GO:0051037; GO:0051880; GO:0097552
Q12983	664	GO:0000422; GO:0001666; GO:0005634; GO:0005635; GO:0005654; GO:0005737; GO:0005739; GO:0005741; GO:0005783; GO:0006915; GO:0008219; GO:0008626; GO:0009617; GO:0010508; GO:0010637; GO:0010659; GO:0010666; GO:0010917; GO:0010940; GO:0014069; GO:0016032; GO:0016239; GO:0021987; GO:0030425; GO:0031307; GO:0031966; GO:0035694; GO:0042802; GO:0042803; GO:0043065; GO:0043066; GO:0043068; GO:0043243; GO:0043653; GO:0045837; GO:0046902; GO:0046982; GO:0048102; GO:0048709; GO:0050873; GO:0051020; GO:0051402; GO:0051561; GO:0051607; GO:0055093; GO:0060548; GO:0070301; GO:0071260; GO:0071279; GO:0071456; GO:0072593; GO:0090141; GO:0090200; GO:0097345; GO:1901998; GO:1902109; GO:1903599; GO:1903715; GO:1990144; GO:2000378
Q6NVY4	664	GO:0005740; GO:0016021; GO:0043065
P15873	852385	GO:0000278; GO:0000710; GO:0000781; GO:0003677; GO:0005634; GO:0005657; GO:0006272; GO:0006273; GO:0006275; GO:0006289; GO:0006298; GO:0006301; GO:0006348; GO:0007064; GO:0019985; GO:0030337; GO:0030466; GO:0034087; GO:0035753; GO:0042802; GO:0043626; GO:0070987; GO:1902394; GO:1903022
Q03516	855308	GO:0005227; GO:0005886; GO:0006893; GO:0016020; GO:0016021
P48363	852969	GO:0005737; GO:0005844; GO:0006457; GO:0007017; GO:0007021; GO:0015631; GO:0016272
P40377	2540620	GO:0000784; GO:0000790; GO:0003688; GO:0004386; GO:0005524; GO:0005634; GO:0005656; GO:0006279; GO:0031261; GO:0032508; GO:0042555; GO:0043596; GO:0046872; GO:0051097; GO:1902975; GO:1905775
P16151	852023	GO:0005789; GO:0006486; GO:0006621; GO:0015031; GO:0016020; GO:0016021
A0A0A0MRG2	351	GO:0007399; GO:0008201; GO:0016021; GO:0046914
A0A140VJC8	351	GO:0001967; GO:0003677; GO:0004867; GO:0005615; GO:0005769; GO:0005790; GO:0005791; GO:0005794; GO:0005886; GO:0005911; GO:0006378; GO:0006417; GO:0006468; GO:0006878; GO:0006897; GO:0006979; GO:0007176; GO:0007617; GO:0008088; GO:0008201; GO:0008203; GO:0008344; GO:0008542; GO:0009986; GO:0010288; GO:0010971; GO:0016021; GO:0016199; GO:0016322; GO:0016358; GO:0016504; GO:0030134; GO:0030198; GO:0030900; GO:0031594; GO:0035235; GO:0035253; GO:0040014; GO:0043393; GO:0044304; GO:0045177; GO:0045665; GO:0045944; GO:0046914; GO:0048471; GO:0048669; GO:0048786; GO:0050803; GO:0050885; GO:0051124; GO:0051233; GO:0051402; GO:0051563; GO:0070851; GO:0071280; GO:0071287; GO:0071320; GO:0071874; GO:0097449; GO:1990090; GO:1990761; GO:1990812
B4DGD0	351	GO:0004867; GO:0007399; GO:0008201; GO:0008233; GO:0016021; GO:0046914
B4DJT9	351	GO:0007399; GO:0008201; GO:0016021; GO:0046914
E9PG40	351	GO:0004867; GO:0007399; GO:0008201; GO:0016021; GO:0046914
P05067	351	GO:0000122; GO:0000185; GO:0000187; GO:0001774; GO:0001878; GO:0001934; GO:0001967; GO:0002265; GO:0002576; GO:0003677; GO:0004867; GO:0005102; GO:0005109; GO:0005158; GO:0005178; GO:0005576; GO:0005615; GO:0005622; GO:0005641; GO:0005737; GO:0005768; GO:0005769; GO:0005788; GO:0005790; GO:0005791; GO:0005794; GO:0005796; GO:0005829; GO:0005886; GO:0005887; GO:0005905; GO:0005911; GO:0006378; GO:0006417; GO:0006468; GO:0006878; GO:0006897; GO:0006979; GO:0007155; GO:0007176; GO:0007186; GO:0007189; GO:0007193; GO:0007204; GO:0007219; GO:0007409; GO:0007611; GO:0007612; GO:0007613; GO:0007617; GO:0007626; GO:0008088; GO:0008201; GO:0008203; GO:0008285; GO:0008306; GO:0008344; GO:0008542; GO:0009986; GO:0009987; GO:0010288; GO:0010468; GO:0010628; GO:0010629; GO:0010739; GO:0010800; GO:0010823; GO:0010971; GO:0014005; GO:0016020; GO:0016021; GO:0016199; GO:0016322; GO:0016358; GO:0016504; GO:0019722; GO:0019731; GO:0019732; GO:0019899; GO:0030111; GO:0030134; GO:0030198; GO:0030424; GO:0030546; GO:0030549; GO:0030900; GO:0031093; GO:0031175; GO:0031594; GO:0031904; GO:0032092; GO:0032588; GO:0032640; GO:0032930; GO:0032991; GO:0033130; GO:0033138; GO:0034121; GO:0034185; GO:0034363; GO:0034364; GO:0035235; GO:0035253; GO:0040014; GO:0042056; GO:0042157; GO:0042327; GO:0042802; GO:0042803; GO:0043065; GO:0043197; GO:0043198; GO:0043204; GO:0043235; GO:0043280; GO:0043395; GO:0043410; GO:0043525; GO:0043687; GO:0044267; GO:0044304; GO:0045087; GO:0045121; GO:0045177; GO:0045202; GO:0045429; GO:0045665; GO:0045666; GO:0045745; GO:0045931; GO:0045944; GO:0046330; GO:0046875; GO:0046914; GO:0046982; GO:0046983; GO:0048143; GO:0048169; GO:0048471; GO:0048669; GO:0048786; GO:0050730; GO:0050750; GO:0050803; GO:0050808; GO:0050829; GO:0050830; GO:0050867; GO:0050885; GO:0051044; GO:0051087; GO:0051091; GO:0051092; GO:0051124; GO:0051233; GO:0051247; GO:0051260; GO:0051262; GO:0051402; GO:0051425; GO:0051563; GO:0051897; GO:0061098; GO:0061844; GO:0061890; GO:0061903; GO:0070062; GO:0070206; GO:0070374; GO:0070381; GO:0070851; GO:0071280; GO:0071287; GO:0071320; GO:0071874; GO:0090026; GO:0090090; GO:0090647; GO:0097449; GO:0097645; GO:0098815; GO:0106003; GO:0150003; GO:1900122; GO:1900181; GO:1900272; GO:1900273; GO:1901215; GO:1901216; GO:1901224; GO:1902004; GO:1902894; GO:1902949; GO:1902950; GO:1903048; GO:1903223; GO:1903980; GO:1904022; GO:1904399; GO:1904591; GO:1904646; GO:1905606; GO:1905893; GO:1905896; GO:1905898; GO:1905906; GO:1905908; GO:1905945; GO:1990000; GO:1990090; GO:1990535; GO:1990761; GO:1990777; GO:1990812; GO:2000310; GO:2000406; GO:2000463
Q99207	851407	GO:0000447; GO:0000462; GO:0000472; GO:0000480; GO:0005654; GO:0005730; GO:0006364; GO:0030515; GO:0030688; GO:0030692; GO:0031167; GO:0032040; GO:0042274
Q08932	855908	GO:0000027; GO:0000492; GO:0005654
P39742	850999	GO:0008565; GO:0031204; GO:0031207
Q03434	854969	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0032197; GO:0046872
P32617	856667	GO:0006338; GO:0031011; GO:0051983
Q08959	855895	GO:0005739; GO:0005811; GO:0016021; GO:0031966; GO:0034478; GO:0034479; GO:0046475
P31377	851219	GO:0000149; GO:0005484; GO:0005768; GO:0006886; GO:0006896; GO:0006906; GO:0010008; GO:0012505; GO:0016021; GO:0031201; GO:0048278
P53256	852987	GO:0000176; GO:0000177; GO:0000467; GO:0003723; GO:0005730; GO:0016075; GO:0034427; GO:0034475; GO:0043628; GO:0070478; GO:0070481; GO:0070651; GO:0071028; GO:0071035; GO:0071038; GO:0071042; GO:0071051
P43572	850520	GO:0006281; GO:0006357; GO:0007049; GO:0016239; GO:0016573; GO:0032777; GO:0035267
P06169	850733	GO:0000287; GO:0000949; GO:0004737; GO:0005622; GO:0005634; GO:0005829; GO:0006067; GO:0006090; GO:0006559; GO:0006569; GO:0009083; GO:0016831; GO:0019655; GO:0030976; GO:0047433; GO:0047434; GO:0050177
P32487	855453	GO:0005886; GO:0015174; GO:0015181; GO:0015802; GO:0016021; GO:0032126
P46947	852701	GO:0000398; GO:0005634; GO:0005684; GO:0005737; GO:0070274
Q02873	855997	GO:0005739
Q12059	856104	GO:0005524; GO:0005737; GO:0019781; GO:0045116
P29467	856768	GO:0000794; GO:0006310; GO:0030435; GO:0042138
Q03151	855122	GO:0003924; GO:0005525; GO:0005739; GO:0005743; GO:0032543
P12686	852975	GO:0003735; GO:0005763; GO:0032543
P25847	854063	GO:0000228; GO:0000400; GO:0000403; GO:0000404; GO:0000406; GO:0000710; GO:0000735; GO:0003684; GO:0005524; GO:0006290; GO:0006298; GO:0006301; GO:0006310; GO:0006311; GO:0006312; GO:0007050; GO:0008094; GO:0016887; GO:0019901; GO:0030466; GO:0032300; GO:0032301; GO:0032302; GO:0036297; GO:0042803; GO:0043111; GO:0043570; GO:0045128; GO:0051096
D6VPM8	851276	GO:0005783; GO:0005794; GO:0005886; GO:0016021; GO:0016050
P47133	853550	GO:0034975; GO:0072546
Q06135	851056	GO:0005886; GO:0009277; GO:0030476; GO:0031225; GO:0031505; GO:0042124; GO:0071970
Q15642	9322	GO:0001891; GO:0005096; GO:0005654; GO:0005737; GO:0005764; GO:0005794; GO:0005829; GO:0005856; GO:0005938; GO:0006897; GO:0007154; GO:0007165; GO:0008289; GO:0030036; GO:0042802; GO:0042995; GO:0043231; GO:0048471; GO:0051056; GO:0061024; GO:0070062
W4VSQ9	9322	GO:0005654; GO:0006897; GO:0030036; GO:0043231
A0A087WWM0	27095	GO:0000139; GO:0005783; GO:0005794; GO:0005829; GO:0006888; GO:0030008
A0A087WYS5	27095	GO:0005794; GO:0005829; GO:0030008; GO:0048193
O43617	27095	GO:0000139; GO:0005783; GO:0005794; GO:0005829; GO:0006888; GO:0006891; GO:0017112; GO:0030008; GO:0033106; GO:0048208
Q12172	854333	GO:0000978; GO:0000981; GO:0005634; GO:0005737; GO:0008270; GO:0043619; GO:0045944
P61971	68051	GO:0000060; GO:0005637; GO:0005640; GO:0005654; GO:0005829; GO:0006606; GO:0006611; GO:0006913; GO:0008536; GO:0008565; GO:0017056; GO:0031965; GO:0042307; GO:0042802; GO:0044613; GO:0051028; GO:0061608; GO:0090204; GO:1904046
P36068	853728	GO:0003729; GO:0005634; GO:0005737; GO:0005934; GO:0007533; GO:0008289; GO:0008298; GO:0051028; GO:1990825
Q99189	854331	GO:0005634; GO:0005737; GO:0006403; GO:0006404; GO:0006606; GO:0008139; GO:0008536; GO:0008565; GO:0051031
P40989	852920	GO:0000148; GO:0003843; GO:0005628; GO:0006075; GO:0008360; GO:0016021; GO:0030476
Q12241	854273	GO:0000149; GO:0000329; GO:0005484; GO:0006886; GO:0006896; GO:0006906; GO:0012505; GO:0016021; GO:0031201; GO:0034727; GO:0042144; GO:0048278; GO:0051469; GO:0097352
Q07987	850726	GO:0005199; GO:0005576; GO:0009277; GO:0031505
P19812	853096	GO:0000151; GO:0000209; GO:0004842; GO:0005737; GO:0006513; GO:0008270; GO:0016567; GO:0030433; GO:0061630; GO:0071596; GO:0071629; GO:0090089; GO:0120174; GO:1904855; GO:1990116; GO:1990303
Q08004	850763	GO:0000055; GO:0003676; GO:0005634; GO:0005737; GO:0005783; GO:0008270; GO:0030687; GO:0043023
P36162	853958	GO:0000278; GO:0005737; GO:0005874; GO:0008608; GO:0031116; GO:0042729; GO:0044732; GO:0051010; GO:0051301; GO:0051987; GO:1990023
A0A024RC12	4103	
P43358	4103	
P53237	852948	GO:0005737; GO:0005774; GO:0043547; GO:1904263; GO:1990877
Q6Q560	856774	GO:0005759; GO:0016226; GO:0031314; GO:1990221
P47050	853400	GO:0004842; GO:0005634; GO:0005737; GO:0006281; GO:0006511; GO:0007049; GO:0007088; GO:0010526; GO:0031297; GO:0035361; GO:0051301; GO:0070651
A0A024QZS1	4338	GO:0005634; GO:0005829; GO:0006777; GO:0016607; GO:0019008; GO:0030366
O96007	4338	GO:0005634; GO:0005829; GO:0006777; GO:0016607; GO:0019008; GO:0030366; GO:0032324
O96033	4338	GO:0000166; GO:0005829; GO:0006777; GO:0019008; GO:0030366; GO:0032324
Q9H3U1	55898	GO:0005794; GO:0005829; GO:0007517; GO:0016607; GO:0030154; GO:0045296; GO:0048471; GO:0051879; GO:0061077
Q08417	854214	GO:0000324; GO:0004012; GO:0005783; GO:0005886; GO:0016021; GO:0045332; GO:0071944; GO:1905329
Q3E811	1466416	
Q14207	4863	GO:0000083; GO:0003713; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0008022; GO:0010468; GO:0015030; GO:0045893; GO:0047485; GO:0097504
P41695	853100	GO:0000776; GO:0000778; GO:0000780; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0006468; GO:0007094; GO:0016236; GO:0031134; GO:0034501; GO:0034508; GO:0042802; GO:0051754
P38849	856556	GO:0016021
Q12350	856174	GO:0005739; GO:0016021; GO:0031966
Q92738	9712	GO:0005096; GO:0005829; GO:0005886; GO:0006886; GO:0007030; GO:0017137; GO:0019068; GO:0031410; GO:0032588; GO:0035526; GO:0043547; GO:0048227; GO:0090630; GO:1903358
X6RAB3	9712	
P38239	852354	GO:0046872
A0A0S2Z3I4	1104	
A0A0S2Z404	1104	GO:0005654; GO:0031965
P18754	1104	GO:0000082; GO:0000785; GO:0000790; GO:0000794; GO:0003682; GO:0005087; GO:0005634; GO:0005654; GO:0005737; GO:0007052; GO:0007059; GO:0007088; GO:0008536; GO:0016032; GO:0031491; GO:0031492; GO:0031965; GO:0032991; GO:0042393; GO:0043199; GO:0046982; GO:0051225; GO:0051290; GO:0051301
Q5T081	1104	GO:0005654; GO:0031965
P03878	854596	GO:0004129; GO:0004519; GO:0005739; GO:0005751; GO:0006123; GO:0006314; GO:0006397; GO:0008380; GO:0009060; GO:0015990; GO:0016021; GO:0020037
P39965	856820	GO:0002161; GO:0004827; GO:0005524; GO:0005739; GO:0006433
P12754	852974	GO:0003743; GO:0005851; GO:0006446; GO:0030234; GO:0032045
P53063	852646	GO:0000166; GO:0000448; GO:0000463; GO:0000466; GO:0000956; GO:0003723; GO:0005634; GO:0005829; GO:0006397; GO:0030234; GO:0030846; GO:0031087; GO:0034353; GO:0046872; GO:0071035; GO:1990174
P35169	853529	GO:0000139; GO:0000329; GO:0001300; GO:0001558; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006413; GO:0006974; GO:0010008; GO:0010507; GO:0016242; GO:0018105; GO:0031234; GO:0031505; GO:0031929; GO:0031930; GO:0031931; GO:0031932; GO:0034599; GO:0034605; GO:0038202; GO:0042254; GO:0042790; GO:0044387; GO:0044877; GO:0051321; GO:0051726; GO:0090153; GO:1905356
P38909	854202	GO:0007006; GO:0016491; GO:0018063; GO:0031314
F1LS98	24680	GO:0001938; GO:0002159; GO:0004697; GO:0005524; GO:0005783; GO:0005829; GO:0005886; GO:0008270; GO:0019899; GO:0031666; GO:0034351; GO:0035403; GO:0035556; GO:0043536; GO:0045766; GO:0045785; GO:0045931; GO:0070555; GO:0090330
P12689	854527	GO:0003684; GO:0003887; GO:0005634; GO:0005657; GO:0005739; GO:0017125; GO:0042276; GO:0046872; GO:0070987
P32608	852640	GO:0001079; GO:0005737; GO:0006357; GO:0006606; GO:0031930; GO:0034504; GO:0035327; GO:0035753; GO:0045944; GO:0046695; GO:0051219; GO:1900008
P34234	853652	GO:0005634; GO:0005737
P34219	852226	GO:0005634; GO:0005737; GO:0006357; GO:0043565
P40376	2539781	GO:0000324; GO:0000433; GO:0004674; GO:0004691; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005952; GO:0010515; GO:0019933; GO:0045014; GO:0045721; GO:0046827; GO:1903759
Q10313	2542158	GO:0003972; GO:0004113; GO:0005524; GO:0005637; GO:0005829; GO:0006388; GO:0051730
Q02864	856034	GO:0005634; GO:0005737
Q3E843	855192	
P40073	856854	GO:0001402; GO:0005034; GO:0005078; GO:0005886; GO:0005933; GO:0005935; GO:0007231; GO:0016021; GO:0030010; GO:0034605; GO:0043332; GO:0044697
P32836	854357	GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0006606; GO:0006997
Q07804	850648	GO:0004771; GO:0005811; GO:0016021; GO:0016042; GO:0016125; GO:0016298; GO:0044255
P45820	852708	GO:0006260; GO:0016021; GO:0016236
P53905	855575	GO:0000398; GO:0000956; GO:0003723; GO:0005688; GO:0005689; GO:0005730; GO:0005732; GO:0005737; GO:0008033; GO:0030490; GO:0046540; GO:0071004; GO:0071013; GO:1990726
Q02754	856038	GO:0005737; GO:0006044
Q8WW34	100288797	GO:0016021
P36147	853939	GO:0001405; GO:0005743; GO:0016021; GO:0030150
Q02932	855978	GO:0005634; GO:0005635; GO:0005737; GO:0005829; GO:0006606; GO:0008139; GO:0008536; GO:0008565
P17505	853777	GO:0001300; GO:0001302; GO:0003729; GO:0005739; GO:0005759; GO:0005975; GO:0006099; GO:0006108; GO:0009060; GO:0030060
Q07993	850759	GO:0005999; GO:0008270; GO:0019569; GO:0042732; GO:0046526
P47007	853294	GO:0005739
P35723	853800	GO:0005783; GO:0005789; GO:0005887; GO:0006886; GO:0006888; GO:0070973
P53892	855557	GO:0000922; GO:0005634; GO:0005737; GO:0007094; GO:0051301
Q12084	851583	GO:0004849; GO:0005524; GO:0005634; GO:0005737; GO:0044206; GO:0044211
Q08745	854468	GO:0000028; GO:0002181; GO:0003735; GO:0006407; GO:0022627; GO:0034198; GO:0045860
Q12464	855841	GO:0000492; GO:0000812; GO:0004003; GO:0005524; GO:0005634; GO:0006281; GO:0006338; GO:0006357; GO:0006364; GO:0016573; GO:0031011; GO:0035267; GO:0043140; GO:0043141; GO:0043486; GO:0097255
Q04179	852009	GO:0005634; GO:0005829; GO:0006152; GO:0006216; GO:0006218; GO:0008477; GO:0008655; GO:0019358; GO:0034356; GO:0045437; GO:0046135; GO:0050263; GO:0070635; GO:0070636
P36016	853789	GO:0000774; GO:0002181; GO:0005524; GO:0005737; GO:0005788; GO:0005829; GO:0005844; GO:0006450; GO:0006986; GO:0016887; GO:0031072; GO:0031204; GO:0034605; GO:0034620; GO:0042026; GO:0042623; GO:0044183; GO:0051082; GO:0051085; GO:0051787
P33299	853712	GO:0005524; GO:0005634; GO:0005737; GO:0006511; GO:0008540; GO:0016887; GO:0017025; GO:0031625; GO:0036402; GO:0045732; GO:0045899; GO:0070682
P36163	853962	GO:0004222; GO:0005743; GO:0006515; GO:0016021; GO:0031929; GO:0035694; GO:0046872
Q06349	851976	GO:0000166; GO:0000290; GO:0003723; GO:0005737; GO:0008409; GO:0046872
P32895	853654	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164; GO:0009116; GO:0009156; GO:0009165; GO:0010494; GO:0016301; GO:0031505
A0A024RCP5	56658	GO:0005829; GO:0008270
A0A024RCR1	56658	GO:0005829; GO:0008270
Q9HCM9	56658	GO:0005739; GO:0005829; GO:0006915; GO:0008270; GO:0016567; GO:0016740; GO:0042802; GO:2000059; GO:2001235
P43573	850521	GO:0001731; GO:0005634; GO:0005737; GO:0016592; GO:0045944; GO:1990113; GO:1990114; GO:1990115; GO:1990414
Q3E7X9	854338	GO:0000028; GO:0002181; GO:0003735; GO:0006407; GO:0022627; GO:0030490; GO:1900153
A0A024RA77	64224	GO:0007283; GO:0016021
Q9BSE4	64224	GO:0006986; GO:0007283; GO:0016021
P31539	850633	GO:0001319; GO:0005524; GO:0005634; GO:0005737; GO:0019538; GO:0034399; GO:0034975; GO:0035617; GO:0042623; GO:0042802; GO:0043335; GO:0043531; GO:0051082; GO:0051085; GO:0051087; GO:0070370; GO:0070414; GO:0072380
P38085	852361	GO:0005886; GO:0006865; GO:0015171; GO:0015827; GO:0015828; GO:0016021; GO:0022893; GO:0055085
A0A024R0Y4	6871	GO:0000278; GO:0001932; GO:0003677; GO:0003713; GO:0005671; GO:0006357; GO:0031063; GO:0031647; GO:0035065; GO:0072686; GO:0090043
A0A087WWR4	6871	GO:0003677; GO:0005634
B3KU13	6871	GO:0003677; GO:0003713; GO:0005634; GO:0006357; GO:0035065
O75478	6871	GO:0000125; GO:0000981; GO:0003677; GO:0003682; GO:0003700; GO:0003712; GO:0003713; GO:0005634; GO:0005694; GO:0006338; GO:0006357; GO:0006366; GO:0035066; GO:0043966; GO:0070461
P43590	850556	GO:0004177; GO:0016021; GO:0030145
A0A024QZU0	8737	GO:0004674; GO:0005123; GO:0005524; GO:0005829; GO:0032991; GO:0043123; GO:0045121; GO:0046330; GO:0051092; GO:0051291; GO:0060545; GO:0070231; GO:0071363; GO:0097527; GO:1901026; GO:2000377; GO:2001238; GO:2001240
Q13546	8737	GO:0000165; GO:0001934; GO:0002756; GO:0004672; GO:0004674; GO:0004706; GO:0005123; GO:0005524; GO:0005739; GO:0005829; GO:0006915; GO:0006919; GO:0007249; GO:0007257; GO:0010008; GO:0010803; GO:0010940; GO:0016032; GO:0016579; GO:0031264; GO:0031625; GO:0032757; GO:0032760; GO:0033209; GO:0034138; GO:0034612; GO:0035666; GO:0036289; GO:0042802; GO:0043065; GO:0043068; GO:0043123; GO:0043124; GO:0043235; GO:0044257; GO:0044877; GO:0045121; GO:0045651; GO:0045944; GO:0046330; GO:0046777; GO:0051092; GO:0051260; GO:0051291; GO:0060545; GO:0070231; GO:0070266; GO:0070513; GO:0070926; GO:0071356; GO:0071363; GO:0071550; GO:0097190; GO:0097191; GO:0097342; GO:0097343; GO:0097527; GO:1901026; GO:1902041; GO:1902042; GO:1905206; GO:1990000; GO:2000379; GO:2001237; GO:2001238; GO:2001240
P40507	854731	GO:0003676; GO:0004652; GO:0005730; GO:0005737; GO:0008270; GO:0031499; GO:0043629; GO:0071031; GO:0071035; GO:0071036; GO:0071037; GO:0071038; GO:0071039
P38854	856564	GO:0005737
Q13227	2874	GO:0000122; GO:0000188; GO:0003713; GO:0003714; GO:0005095; GO:0005634; GO:0005654; GO:0005739; GO:0005829; GO:0007254; GO:0010804; GO:0010875; GO:0016032; GO:0017053; GO:0019216; GO:0030183; GO:0030332; GO:0034122; GO:0035360; GO:0045598; GO:0045599; GO:0045944; GO:0046329; GO:0050728; GO:0050859; GO:0098780; GO:1900045
Q04562	851685	GO:0000329; GO:0001403; GO:0005768; GO:0006811; GO:0006878; GO:0007034; GO:0007124; GO:0016020; GO:0016021; GO:0072657
P53198	852882	GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006886; GO:0006888; GO:0007030; GO:0016021; GO:0030134
P18961	855130	GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0008360; GO:0018105; GO:0035556; GO:0060237; GO:0070941; GO:0071555
P36092	853822	GO:0016021
P38740	856359	GO:0016021
Q12374	856278	GO:0005741; GO:0009060; GO:0016021; GO:0016071
P17629	851716	GO:0000445; GO:0000446; GO:0000781; GO:0003676; GO:0006283; GO:0006310; GO:0006368; GO:0006406; GO:0016593; GO:0031124; GO:0032947; GO:0045943; GO:2001209
P25332	850402	GO:0004747; GO:0005524; GO:0005634; GO:0005737; GO:0006014; GO:0019303; GO:0046835; GO:0046872
Q12212	854305	GO:0004721; GO:0016788; GO:1902600
P32585	852996	GO:0000979; GO:0001113; GO:0001135; GO:0003712; GO:0006369; GO:0016592; GO:0045944; GO:0051123; GO:0070847
P53228	852934	GO:0001300; GO:0004801; GO:0005622; GO:0005737; GO:0005975; GO:0009052; GO:0034599
P40070	856848	GO:0000387; GO:0000398; GO:0000932; GO:0000956; GO:0003723; GO:0005681; GO:0005688; GO:0005730; GO:0005732; GO:0006364; GO:0008033; GO:0017070; GO:0033962; GO:0046540; GO:1990726
